Block#,Pout,|COND|,P,Pe,Pmost,RP,Ndep,Ncon,Cdep,Blockbit,Branchbit,Maxbranchbit,Minbranchbit,Blockbranch,Rbit,NewRcond,Trojan
9.4688425,0.895501,1.0352421,0.6502222,0.41264004,0.5230142,0.93464935,-0.014226457,1.1372619,0.8533753,1.0259624,1.2036209,1.2067205,0.54217035,1.7785449,1.0361211,3.1712003,0
0.42020276,1.6062498,1.3639117,0.9928637,1.69647,0.8724706,1.984045,-0.19363436,1.3179984,1.6707604,-0.22472829,2.4610605,1.8077544,2.1856291,1.9877086,1.3934201,5.0873175,0
1.4055457,1.2218344,1.1322697,0.42221898,0.3780582,0.5041355,0.8240694,-0.040373996,1.25158,0.9952326,2.1737037,0.92218775,1.0708544,1.1089118,3.3316083,0.4890681,1.992594,0
1.1572406,0.88601655,1.1732391,0.40683573,0.31298268,0.5328697,0.7352388,-0.04872299,1.1600277,1.0597101,3.0310225,0.8928618,1.0766966,1.064819,5.8423414,0.33473653,2.2200952,0
5.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0
1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.5,2.0,0
3.8880475,0.96127754,1.4115092,0.4731326,0.31402898,0.5365391,0.91312265,0.005955871,0.80133355,1.3406588,4.3609276,0.94000125,1.2751621,1.2294763,6.346754,0.21224695,1.5582044,2
1.5830159,1.1779145,1.2084725,0.34336224,0.3128679,0.48425114,0.7242299,-0.048946667,1.424603,1.0461732,2.48542,0.9569579,1.1338615,1.1225278,4.1045923,0.42769426,2.0369532,0
1.0,0.25,4.0,0.125,0.031,0.5,0.25,0.0,1.0,1.0,134.0,1.0,128.0,1.0,13.0,5.8e-05,0.000816,1
8.0,1.0,15.0,0.938,0.938,0.9375,1.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,0.25,1.125,0
3.0433338,0.9357486,1.4755697,0.38466316,0.2616911,0.53349787,0.7444968,-0.02663416,1.309145,1.3079458,3.726717,1.0577925,1.2103457,1.2399762,6.5540066,0.40746522,2.260713,0
1.7503359,1.342788,2.1333747,0.44659364,0.35809693,0.5065856,0.9356257,-0.006586568,1.372925,0.878984,2.4568062,0.95660204,1.382849,1.1327407,3.1345634,0.47015518,1.6579034,2
2.0,1.0,0.0,1.0,1.0,0.9999,1.0,0.0,128.0,1.0,128.0,128.0,128.0,128.0,2.0,0.007813,1.000122,1
4.0,1.0,1.0,0.25,0.25,0.5,0.5,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.333333,1.666667,0
3.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,9.0,1.0,8.0,1.0,4.0,0.013889,0.069444,1
1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,0.333333,2.333333,0
3.8748183,1.1112866,1.1223875,0.43381304,0.34657773,0.48978454,0.78688455,-0.039560944,1.332438,0.95614994,1.9088957,1.0166502,1.1445017,0.9275868,3.1127424,0.6139543,2.3473735,0
3.3792248,1.0369904,1.1298668,0.37532192,0.2165735,0.4562829,0.7271551,-0.00333046,0.9949671,0.9569875,2.1664698,0.8590206,0.9823092,1.0082684,2.7270362,0.5486788,1.8234328,0
2.056054,0.51611245,1.2814293,0.37672916,0.1939944,0.54092646,0.64519,-0.035981268,0.9453695,1.1911831,4.2810845,0.8621129,1.1196591,1.0361372,8.458327,0.142977,2.225157,2
3.2336316,1.443525,1.2622815,0.76544,0.711772,1.3159728,1.288278,0.12290081,1.9255555,0.8954853,4.101308,2.8973958,3.2462254,2.769494,3.2965035,0.32937297,0.7974448,2
1.0,1.0,1.0,0.25,0.25,0.5,0.5,0.0,2.0,1.0,3.0,2.0,2.0,1.0,8.0,0.333333,1.666667,0
2.0,0.5,1.0,0.5,0.25,0.5,1.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,13.0,0.125,1.75,0
11.0,1.0,1.0,0.004,0.004,0.99609375,0.004,0.0,8.0,1.0,8.0,8.0,8.0,8.0,2.0,0.125,1.03125,1
12.602419,1.6847613,1.2590318,-0.021128863,-1.4707985,0.80724216,0.3956427,0.50317395,7.644346,1.9774876,13.369456,7.425345,5.788819,11.043115,5.8744917,0.9969875,1.4881722,2
3.0,1.0,2.0,0.25,0.25,0.5,0.5,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.333333,1.666667,0
1.0,0.5,1.0,0.063,0.031,0.5,0.125,0.0,1.0,1.0,6.0,1.0,2.0,1.0,12.0,0.083333,1.083333,0
-1.2563431,1.4064152,1.28156,1.3194412,2.2650468,0.9785998,1.6214805,-0.25197268,-0.27545595,1.0654088,1.5506853,4.0947742,2.3408504,4.381367,1.1332417,-0.25145012,1.8966122,0
0.9707724,0.8096876,1.1041347,0.49658996,0.36206588,0.5662388,0.82274663,-0.03911543,0.9074403,1.0275,2.9839232,0.84256697,1.0004761,1.0338789,5.821001,0.3592618,2.2482762,2
10.0,1.0,1.0,0.004,0.004,0.99609375,0.004,0.0,8.0,1.0,8.0,8.0,8.0,8.0,2.0,0.125,1.03125,1
1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.5,2.0,0
1.6564397,0.8983927,1.2657566,0.25504133,0.19337034,0.47285044,0.5616752,-0.058538947,1.467608,1.096812,3.2161715,0.94052947,1.1639328,1.0711585,6.1616173,0.2739675,2.1742606,0
1.8564932,0.80057204,1.33202,0.34994972,0.24127227,0.52812165,0.65780485,-0.04797682,1.2992926,1.1868565,3.6065278,0.96682817,1.1535251,1.1228713,7.0631456,0.30310053,2.3361478,0
11.061798,0.85642874,1.0108594,0.69882077,0.45016783,0.5361036,0.95833635,-0.022134438,1.2308836,0.8206612,0.7478148,1.2947586,1.2872696,0.4096706,1.641518,1.1412078,3.52817,0
5.527854,1.3751585,1.399425,0.5882281,0.16354725,1.0574539,1.0715617,0.22057894,1.6204998,1.1974137,3.8039584,1.3906507,2.5581124,1.6612554,3.590106,0.5973992,0.9451655,2
7.566889,1.4066343,1.2628479,0.3892594,-0.40866458,1.0504558,0.90032244,0.25969622,3.5886257,1.1911943,6.5651045,3.1186862,3.6046062,4.2035804,3.840714,0.77590024,0.95855594,2
6.0,1.0,1.0,0.063,0.063,0.9375,0.067,0.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,0.25,1.125,0
0.9188189,1.0756636,1.0638784,0.8805494,1.2182924,0.8526603,1.2294772,-0.048350975,0.59075475,0.82913697,1.9633605,2.9010947,2.1528108,2.6968617,1.828412,0.15594622,1.618939,0
3.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.5,2.0,0
8.0,1.0,1.0,0.063,0.063,0.9375,0.067,0.0,4.0,1.0,8.0,4.0,4.0,4.0,4.0,0.125,0.625,1
1.0,1.0,4.0,0.25,0.25,0.5,0.5,0.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,0.083333,0.416667,1
8.0,1.0,1.0,0.063,0.063,0.9375,0.067,0.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,0.25,1.125,0
3.7774298,1.0324795,1.4722366,0.7093295,0.53502774,0.65278137,1.2515631,0.023088884,0.39944133,1.5124657,5.1847057,0.951741,1.3728187,1.3781084,7.338676,0.1325109,1.389757,2
1.858449,1.3511381,1.2731892,0.5328986,0.72783875,0.60028553,1.2605375,-0.081581905,1.5977099,1.3662088,1.0264977,1.294194,1.296624,1.1744772,3.040758,1.1016876,3.7001405,0
11.313641,0.8325769,1.1249812,0.63331497,0.34723184,0.50318414,0.8979106,0.000870377,1.1691504,0.9048518,1.1005868,1.2783389,1.2441328,0.5103235,1.7300866,1.128031,3.2906866,0
2.7310555,1.1411049,1.433312,0.23919648,0.20569882,0.45821047,0.6071154,-0.047028806,1.683038,1.2144511,3.1447093,1.0700202,1.2596599,1.2125671,5.269035,0.39710486,2.1047964,0
1.6671506,0.4206737,0.96178746,0.36185336,0.12964675,0.48075923,0.5737844,-0.025516553,0.6572571,0.8761419,3.0931816,0.67303383,0.86047506,0.79218274,6.214859,0.23224844,2.0851717,0
2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.5,2.0,0
1.0,0.5,2.0,0.125,0.063,0.5,0.25,0.0,1.0,1.0,134.0,1.0,128.0,1.0,13.0,5.8e-05,0.000816,1
1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,6.0,1.0,2.0,1.0,12.0,0.083333,1.083333,0
2.0,0.5,1.0,0.5,0.25,0.5,1.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,14.0,0.125,1.875,0
1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,132.0,1.0,132.0,128.0,129.0,1.0,6.0,0.007517,0.007869,1
1.8748901,1.218265,1.2909758,0.22759193,0.23396331,0.441732,0.59877956,-0.059427794,1.7022824,1.0849608,2.6264963,1.0071397,1.2174921,1.1441926,4.3582826,0.3818768,2.0131848,0
3.1422849,1.1910375,1.3654957,0.29116333,0.22448304,0.4513846,0.67543566,-0.028010596,1.5016572,1.149246,2.679236,1.0364428,1.1706518,1.1841033,3.9349985,0.50916237,2.0034451,0
3.104062,1.210217,1.3347167,0.3794464,0.29073817,0.48268664,0.7836573,-0.01802433,1.3323529,1.1424602,2.547378,1.0245862,1.1244097,1.1967589,3.5595665,0.57156193,2.0157063,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,128.0,128.0,128.0,128.0,1.0,0.007813,1.000061,0
3.0,0.25,1.0,0.125,0.031,0.5,0.25,0.0,1.0,1.0,5.0,1.0,1.0,1.0,9.0,0.2,2.0,0
4.0,1.0,1.0,0.125,0.125,0.5,0.25,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.333333,1.666667,0
2.597283,1.2533408,1.2905546,0.40758526,0.35461494,0.50405633,0.818097,-0.033724874,1.4016399,1.115489,2.4274468,1.0351475,1.1571912,1.1792511,3.646459,0.55666655,2.1161275,0
2.0,0.5,4.0,0.5,0.25,0.5,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,0.333333,2.0,0
2.2764065,0.98192143,1.2476013,0.31985188,0.22660902,0.47464806,0.65770924,-0.03670133,1.3062295,1.0785371,2.861309,0.93862134,1.1043478,1.0848926,4.9170136,0.4001282,2.0777566,0
4.0,0.5,1.0,0.25,0.125,0.5,0.5,1.0,1.0,1.0,6.0,1.0,1.0,1.0,7.0,0.166667,1.333333,0
6.0,1.0,15.0,0.938,0.938,0.9375,1.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,0.25,1.125,0
2.897185,1.1675639,1.3256357,0.26186082,0.20445624,0.4383794,0.6329813,-0.034041844,1.5234485,1.1108216,2.63493,1.0092343,1.1645095,1.1469525,3.9686842,0.4691357,1.9766895,0
2.1699657,0.88594365,1.3717265,0.28716338,0.18221286,0.5156222,0.6359338,-0.044831105,0.91668135,0.96685326,3.7544434,0.93104815,1.4764391,0.88830566,6.974111,0.2521975,1.8068964,0
4.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0
2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,129.0,1.0,128.0,1.0,3.0,6.1e-05,0.000242,1
1.2228782,1.518889,1.4852957,0.4019709,0.48140657,0.5594078,0.87875116,-0.07085851,1.887193,1.3009853,2.867725,1.1952226,1.3661027,1.4148588,4.8586645,0.4967156,2.300829,2
3.0,1.0,1.0,0.125,0.125,0.5,0.25,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.333333,1.666667,0
2.0,0.5,1.0,0.125,0.063,0.5,0.25,0.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,0.333333,2.0,0
8.218225,0.21666363,1.2046541,0.87779874,0.6547494,0.82432556,1.8301818,0.2766867,-1.4636624,1.9994495,12.3766575,1.4232957,1.1002594,1.0721836,18.151121,-0.7512728,0.8503803,0
3.9445937,1.0414224,1.2565703,0.44468504,0.24991882,0.53570366,0.8253311,0.011765696,0.825388,1.100181,2.9106293,0.85496765,1.0840671,1.1392549,3.6680446,0.48145664,1.6635414,0
4.0882134,1.1730666,1.3273808,0.34504384,0.2739054,0.46937102,0.7159517,-0.035007067,1.5433941,1.1143223,2.4301195,1.0936556,1.2202615,1.0874437,3.777575,0.5860278,2.2643976,0
4.0,0.5,1.0,0.25,0.125,0.5,0.5,0.0,1.0,1.0,6.0,1.0,1.0,1.0,7.0,0.166667,1.333333,0
4.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0
1.674417,1.5510833,3.019698,0.42202306,0.38454333,0.5260612,0.99447584,-0.009395013,1.7379622,0.9226705,2.953638,1.0848095,1.7581943,1.2665178,3.8579712,0.4178319,1.5699749,2
3.5676105,1.2262394,1.2140794,0.7214917,0.55458766,0.87619525,1.2244878,0.09364751,0.9525802,1.0273921,3.1350925,1.5762439,1.8867035,1.5736895,3.0318928,0.51332116,1.2781509,2
7.0,0.0625,0.5,0.031,0.002,0.9375,0.033,0.0,1.0,1.0,5.0,1.0,4.0,1.0,4.0,0.05,0.25,1
2.0,0.5,1.0,0.5,0.25,0.5,1.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,14.0,0.125,1.875,0
1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,132.0,1.0,132.0,128.0,129.0,1.0,6.0,0.007517,0.007869,1
-0.5441801,1.4025109,1.1758225,0.94863826,1.5414048,0.793469,1.4901876,-0.18425757,0.6244347,1.1740257,0.9837475,2.5538971,1.7303858,2.6545177,1.927897,0.45198232,2.935366,0
2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,0.333333,2.0,0
1.4736975,0.59856176,2.4497721,0.13077532,0.2186158,0.7832086,0.6316534,-0.24450973,0.07178882,0.82483983,8.62363,1.4978161,3.335259,0.15876831,19.459099,-0.41992944,1.7587682,0
2.493494,1.2263736,1.226888,0.45164955,0.36029828,0.5479777,0.86941946,-0.019819975,1.0940354,1.0852641,2.6528206,0.9055099,1.1456964,1.1844877,3.5906343,0.4590109,1.7770925,2
2.5007062,1.2129626,1.3018247,0.32253435,0.27397555,0.46777534,0.71322215,-0.035811663,1.4701743,1.1081871,2.549632,1.0094011,1.1562014,1.1685795,3.8527493,0.49084353,2.011805,0
9.407566,0.94719315,1.074678,0.6894456,0.4565705,0.5454334,0.99545467,-0.012263814,1.1355748,0.89738286,1.0758641,1.2340004,1.2214789,0.59862804,1.80685,1.0672083,3.2051864,0
2.1823306,0.86806345,1.2621096,0.27271676,0.17448795,0.46675742,0.57744896,-0.04407351,1.3484614,1.0903699,3.1533084,0.9274419,1.121468,1.0568007,5.800342,0.32144028,2.130922,0
7.0,0.0625,0.5,0.031,0.002,0.9375,0.033,0.0,1.0,1.0,5.0,1.0,4.0,1.0,4.0,0.05,0.25,0
2.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,129.0,1.0,129.0,1.0,128.0,1.0,3.0,6.1e-05,0.000242,1
2.4110198,1.3679967,1.5089316,0.2726061,0.3019296,0.48445845,0.6957209,-0.0570696,1.8943043,1.2788956,2.988344,1.1645029,1.3388658,1.3310311,4.857784,0.46723604,2.1759193,0
5.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.5,2.0,0
8.226802,1.048187,1.2202471,0.58941436,0.41170153,0.5304328,0.9232378,-0.020073172,1.3514917,1.01877,1.5825357,1.2523564,1.2736961,0.78210604,2.585479,0.95300615,3.0108218,0
9.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0
1.5407624,1.2347639,1.1286126,0.4673385,0.47173548,0.5308958,0.9417256,-0.04949935,1.2705067,1.0544153,1.8132226,0.994435,1.1045845,1.0959861,3.0986829,0.6426611,2.396633,0
2.0,0.25,1.0,0.125,0.031,0.5,0.25,0.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,0.333333,2.333333,0
1.6159116,1.285753,1.1996849,0.48024893,0.5633828,0.55628085,1.0491905,-0.06434929,1.4201169,1.1842284,1.5794241,1.1155503,1.189956,1.1414628,3.1668367,0.80173403,2.8701677,0
1.9406998,0.8369826,1.1710873,0.516133,0.35432857,0.5615978,0.8748511,-0.018955197,0.7853503,1.1012421,3.2884104,0.8554533,1.0425999,1.0772812,5.718733,0.35000288,2.0428832,0
0.76394236,0.954206,1.1077294,0.58410966,0.46679312,0.60203195,0.9579538,-0.03597038,0.8736051,1.0463187,2.7615647,0.8756306,1.003197,1.1007556,5.1854568,0.44292825,2.2647743,2
4.015505,1.04251,1.2137944,0.45398527,0.27642277,0.47877517,0.86509573,0.01475744,0.7797214,1.0956324,2.9010427,0.8799622,1.0692378,1.0839951,3.4778142,0.45677197,1.5987014,0
3.0433996,1.461946,1.4469937,0.4299395,0.37136933,0.65790343,0.867424,-0.028767454,1.3932897,1.229126,2.9998958,0.9698706,1.3700982,1.4123914,3.9199286,0.46963048,1.7361122,2
7.734803,1.0377879,1.0869542,0.6674864,0.48641223,0.55594885,1.0025893,-0.023285553,1.1917958,0.925009,1.2535067,1.1972198,1.2169628,0.70922875,2.1469932,0.96907175,3.0440512,0
1.1794704,0.73718464,1.1779355,0.44454288,0.30861053,0.55816954,0.74884427,-0.043932505,1.0114119,1.0846775,3.3387985,0.8716908,1.0474559,1.0478027,6.6958904,0.307504,2.3157501,0
9.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0
1.8292532,1.0943499,1.1167129,0.42031944,0.32819504,0.49563816,0.79602784,-0.029048659,1.1046576,0.9835954,2.3014793,0.8840245,1.0242488,1.0613375,3.552349,0.4778549,1.9691327,0
0.35166088,1.4209075,1.2712529,0.7905771,1.0813615,0.70052195,1.210692,-0.11209109,0.8159154,1.1243838,2.0665448,1.964917,1.494848,2.2448957,2.8062844,0.3253745,2.1042838,0
2.3674865,0.9480058,1.1177198,1.0645561,1.3697311,1.0991993,1.4751918,0.06171415,0.74414504,0.8005836,2.6594284,3.967368,3.027403,3.2751343,1.7452455,0.19967124,1.3046185,0
2.4267259,1.1602589,1.1915299,0.38919538,0.30042344,0.4777956,0.77655864,-0.02339801,1.2091537,1.0276154,2.2856605,0.9350383,1.0561016,1.1042618,3.2451277,0.52716196,1.9500945,0
9.0,1.0,0.0,0.5,0.5,0.5,1.0,32.0,32.0,1.0,33.0,32.0,32.0,1.0,3.0,0.030303,0.033144,1
10.0,1.0,1.0,0.25,0.25,0.5,0.5,0.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0.5,2.0,0
5.055476,1.0722742,1.1796094,0.4812076,0.32613963,0.49252954,0.840188,-0.011537117,1.1511053,1.0026996,1.9422629,1.0357289,1.0984435,0.9479407,2.7196891,0.7219944,2.3313813,0
5.586197,0.62355053,1.3490535,0.6072366,0.41410124,0.6395223,1.2248697,0.105596,-0.062316388,1.6023873,7.5576267,1.1027948,1.2304875,1.1617949,11.186646,-0.20090173,1.2607495,0
2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,0.333333,2.333333,0
1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,0.5,2.5,0
2.0,1.0,1.0,0.25,0.25,0.5,0.5,0.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0.5,2.0,0
1.3990186,0.6545266,1.2739191,0.3156327,0.18934005,0.52816796,0.5870252,-0.05599211,1.1039965,1.0604594,3.7636552,0.8942077,1.208653,0.9650129,7.8243303,0.21428533,2.268271,0
9.0,0.0625,0.0625,0.004,0.0,0.9375,0.004,0.0,4.0,1.0,8.0,4.0,4.0,4.0,4.0,0.125,0.625,1
7.6575103,1.2901199,1.5993166,0.9971691,0.715479,0.9501321,1.7875516,0.15275353,-0.65908986,1.8249162,7.6237597,0.95322067,1.5825515,1.6644579,8.327768,-0.058976933,0.2659173,2
2.345498,1.1960447,1.2675424,0.30730522,0.24630034,0.45018268,0.69061625,-0.029201867,1.4805584,1.0704942,2.4726832,0.9685967,1.1246526,1.1314218,3.8305554,0.47572684,1.9930301,0
1.3424561,1.5940225,1.4381698,0.66422224,1.0201958,0.7128415,1.5710948,-0.11801897,1.8882632,1.6317691,0.7967706,1.5573835,1.502595,1.3700529,3.3849711,1.3573122,4.495811,0
1.5383468,0.9611918,0.9756745,0.84062296,1.0361952,0.9157838,1.2102429,0.029571295,1.2505083,0.74325705,2.578955,3.5343914,2.7114124,3.1508312,1.9301586,0.25652942,1.5664709,0
3.591782,1.274256,1.3585361,0.5734976,0.42602828,0.5539992,1.0317132,0.011289492,1.0046986,1.2006639,2.415599,1.0525951,1.0550622,1.2806149,2.8588874,0.74970263,2.076208,0
1.0,0.5,4.0,0.25,0.125,0.5,0.5,0.0,1.0,1.0,6.0,1.0,2.0,1.0,12.0,0.083333,1.083333,0
2.536374,0.8043592,1.2366878,0.35780787,0.20302653,0.4917233,0.6653484,-0.025188852,1.0921545,1.0866852,3.1205955,0.8999098,1.0471274,1.045923,5.5758905,0.3871205,2.138744,0
6.0,1.0,1.0,0.063,0.063,0.9375,0.067,0.0,4.0,1.0,5.0,4.0,4.0,1.0,4.0,0.2,0.4,0
11.544495,1.8133914,1.4545509,0.38154024,-0.5239952,1.1675758,1.0436391,0.09506409,8.226563,1.5570236,14.539651,10.0820055,6.81192,13.19689,5.006919,0.828008,1.5234915,2
3.1123817,1.2232504,1.2316476,0.59009814,0.42549372,0.96123856,1.0359926,0.08138956,1.3332974,0.97238314,3.3546498,1.5131178,2.0837328,1.5442494,3.9097342,0.4095118,1.242601,2
7.0,0.0625,0.9375,0.059,0.004,0.9375,0.063,0.0,4.0,1.0,8.0,4.0,4.0,4.0,4.0,0.125,0.625,1
-0.48115164,1.2093377,1.1551718,1.0490823,1.8768796,0.8586925,1.500594,-0.21828365,0.2846548,1.136417,1.0985174,3.3672378,2.1504617,3.3652844,1.321571,0.1825847,2.7674685,0
1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0
