Block#,Pout,|COND|,P,Pe,Pmost,RP,Ndep,Ncon,Cdep,Blockbit,Branchbit,Maxbranchbit,Minbranchbit,Blockbranch,Rbit,NewRcond,Trojan
1.7173557,0.24460514,0.6253583,0.61406493,0.6571335,1.1684166,0.989542,0.23407733,1.7778473,0.9688096,6.0687532,1.6030767,3.4641824,0.95352864,2.5973864,0.15587378,0.9916606,0
16.731707,2.0627162,1.809143,0.13736233,-1.5767057,1.1245564,0.9889171,0.30732012,8.522967,2.2240503,17.787994,8.108702,6.7104115,12.359875,8.269612,0.9599535,0.5625249,2
1.1605802,0.68251383,1.1887345,0.482634,0.3271834,0.58061004,0.78318393,-0.04091837,0.92943424,1.109081,3.4911945,0.87092835,1.0362867,1.0563741,7.1030498,0.3080821,2.3803945,2
3.2779455,1.0896788,1.194252,0.38775,0.25031424,0.46069798,0.760057,-0.006876005,1.0928235,1.019441,2.2586536,0.92283785,1.014446,1.0666236,2.9593625,0.57313716,1.9167519,0
1.4933488,1.3235662,1.2066871,0.52780247,0.4823435,0.55726075,0.9756607,-0.032850787,1.2054507,1.0826248,2.223941,0.98945993,1.0935967,1.2153118,3.265492,0.5817811,2.0919986,0
1.1263158,1.3540431,1.1470852,0.6214793,0.75185055,0.62471026,1.2872117,-0.07098542,1.2973986,1.2256523,1.0942127,1.1649222,1.1835725,1.1586866,2.6599727,0.9818165,3.2611418,0
4.336014,1.1726913,1.2519978,0.5640349,0.39789498,0.5341597,0.97962,0.006172888,0.98432463,1.0948691,2.1184926,1.0318109,1.0471852,1.1161461,2.5875266,0.7634142,2.1921105,0
1.276598,0.7438518,1.2374158,0.42671192,0.3002672,0.5602346,0.73185647,-0.04733762,1.1013288,1.1333672,3.513212,0.90814036,1.0893352,1.0825318,7.0863028,0.29647058,2.363406,0
6.899642,0.90116465,1.2949924,0.30229375,0.07763023,0.39462036,0.6024251,0.01235152,1.205168,1.0423443,2.2766914,1.0348334,1.0875366,0.9028971,2.878279,0.70256495,2.1612456,0
3.1775951,1.4924469,1.3137115,0.583338,0.43827134,0.8433505,1.0465958,0.019318126,1.0740207,1.106712,2.9575644,0.93969494,1.5423408,1.4416919,3.102271,0.48421198,1.3430903,2
3.7176206,1.1288974,1.0966902,0.49955648,0.39703614,0.5135286,0.8694736,-0.03187364,1.1958576,0.9503962,1.817757,1.0004253,1.1034404,0.9438703,2.8296492,0.65406483,2.3353615,0
5.326211,1.0455863,1.0447536,0.56354946,0.40923822,0.5192658,0.9083328,-0.02255729,1.0933738,0.8977785,1.511283,1.0337628,1.0996683,0.810441,2.334501,0.77426964,2.5497885,0
4.5366106,-3.3039975,-2.1346111,0.22991845,-0.3855666,2.1054897,0.33106497,0.91491,12.859293,0.20717655,25.517656,14.780478,14.625019,14.1209345,-0.5446491,0.019188002,0.9861797,2
5.322232,1.2420965,1.6798273,0.6022283,0.45272028,0.5958024,1.1760701,0.033889543,0.7616042,1.6262065,5.0715656,1.1010745,1.471395,1.4979413,6.401032,0.26835266,1.3456659,2
5.2054906,1.0607202,1.1187936,0.45131373,0.34195036,0.48762846,0.78166306,-0.039290085,1.3737421,0.9390228,1.7567445,1.0735571,1.1873853,0.8347167,2.984274,0.68957704,2.5553737,0
3.705638,1.4841199,1.4745048,0.45189035,0.3537699,0.70900834,0.88748395,-0.015290709,1.2625029,1.2411603,3.1243238,0.91712993,1.405198,1.4550784,3.70686,0.46879917,1.5603079,2
8.471997,1.5553107,1.4074708,0.3312239,-0.5666832,0.96652853,0.8692461,0.24302205,4.0048356,1.4601996,7.7374744,3.2476234,3.6925685,4.9319005,4.7390056,0.7726161,1.0460653,2
1.2469637,1.3841335,1.3617429,0.33453852,0.3862019,0.5108979,0.7638011,-0.0685607,1.7785776,1.1778773,2.688708,1.0917921,1.2863989,1.2774676,4.5685487,0.43483096,2.1660106,0
2.5697417,1.4537117,1.3925723,0.7662544,0.6786081,0.6650157,1.3393937,0.003892506,0.8209218,1.3475119,3.149427,1.0733829,1.2197356,1.4395447,3.9139605,0.59637034,1.8936725,2
2.8369324,0.9724673,1.4727113,0.3253634,0.24319568,0.51193845,0.6952182,-0.037527982,1.4071484,1.312859,3.9523654,1.0435567,1.2904732,1.2350333,6.8674917,0.2810123,2.0885813,0
2.9702513,0.58116436,1.321338,0.52415127,0.29827282,0.5862966,0.8788953,-0.002594754,0.5320559,1.3037539,4.844273,0.84206885,1.1772814,1.1186116,8.40527,0.09457115,1.8423836,2
3.7769718,1.1539383,1.2469497,0.3948448,0.30601773,0.4813296,0.7684581,-0.029429112,1.3743428,1.0590236,2.250907,1.0395787,1.1538893,1.0548636,3.3998842,0.59983623,2.2166376,0
2.8227963,1.1160622,1.2006203,0.35711175,0.25010625,0.4574685,0.7301098,-0.017784487,1.1977005,1.0237637,2.318876,0.9270571,1.0448792,1.0821056,3.215837,0.5258881,1.9139457,0
4.3787637,0.9429413,1.3617113,0.20175542,0.047712266,0.39203155,0.51833487,-0.006781351,1.3464069,1.1182692,2.8875158,0.9730424,1.0963765,1.0723732,4.1905904,0.47986788,1.9086695,0
1.4878979,1.2013876,1.1170118,0.42160326,0.36736977,0.49946988,0.8184782,-0.03743213,1.2126855,0.9808117,2.1428754,0.90812546,1.0533712,1.0919838,3.2394872,0.49180663,1.9728456,0
5.2673945,1.0625215,1.3231238,0.35056007,0.19813761,0.44433305,0.7016189,-0.006066423,1.3136821,1.097984,2.3843756,1.0580218,1.1338673,1.037591,3.2576947,0.6565001,2.1705005,0
0.9861219,1.1864406,1.1265438,0.57902837,0.75559425,0.576424,0.9250281,-0.09163681,0.84104824,0.9629563,1.9719026,1.6176898,1.3194269,1.8199234,2.7072778,0.27516025,1.898843,0
7.298672,0.93564314,1.1040189,0.50145704,0.29980174,0.47658753,0.80352426,-0.012123591,1.1668946,0.9107567,1.5476351,1.0911133,1.1395569,0.7207336,2.3287828,0.8339748,2.6637268,0
1.1072738,1.3397017,1.2283684,0.44676214,0.44772524,0.5368985,0.88220763,-0.05159647,1.4268651,1.0880646,2.3442826,1.0070858,1.1599635,1.2153157,3.7577906,0.5000729,2.1080685,0
-0.23565626,1.0784019,1.1654339,1.6117356,2.5866497,1.4982433,1.9742218,-0.051174596,0.24879242,0.7498208,2.2652068,6.3155127,4.228161,5.405429,0.66693306,-0.2855466,1.2689127,0
1.4538379,1.1882595,1.0943857,0.44430673,0.3797914,0.5060736,0.84173167,-0.034395337,1.1448402,0.96713805,2.0979083,0.8930789,1.0305885,1.0816541,3.142109,0.5022554,1.9691423,0
3.2480872,1.5642717,1.4944034,0.62392867,0.4942547,0.93340605,1.0759609,-0.015956018,0.96542954,1.293619,3.6660576,0.79029214,1.543793,1.6159614,4.550339,0.36943477,1.3798406,2
1.4150078,1.287905,1.4476159,0.32538795,0.3625703,0.5264157,0.73659706,-0.070616275,1.814728,1.259948,3.1444073,1.1266966,1.3265436,1.3095766,5.7034135,0.3950304,2.290928,0
3.5029428,1.7338352,1.5586213,0.6460278,0.5540489,0.88025355,1.1568732,-0.010197436,1.1251314,1.3472893,3.2808008,0.92875046,1.5231926,1.6715786,3.554134,0.53223,1.5054512,2
0.9472165,1.3645065,1.4296455,0.5841596,0.5874752,0.6425062,1.0605669,-0.05439776,1.4585431,1.3127457,3.0470927,1.1449453,1.2633313,1.4086148,5.444529,0.5399609,2.4499707,2
7.3427496,-0.2222141,0.970175,0.9083617,0.6458261,0.87022793,1.8226173,0.2932068,-1.8972392,1.9142148,13.341365,1.361845,0.91111237,0.85150063,20.88627,-0.97030103,1.0593069,0
5.5820885,0.594344,1.2970214,0.7081036,0.47628433,0.67119086,1.3427771,0.117689915,-0.35111934,1.5924038,7.5875835,1.0405867,1.1956317,1.1553332,10.997582,-0.20436747,1.1444573,0
1.1937933,1.1247021,1.1855034,0.4481308,0.39349815,0.53835416,0.83622706,-0.04562393,1.2387096,1.0630193,2.598972,0.94256186,1.0986086,1.1377475,4.533726,0.44268966,2.1453693,0
3.3495784,0.61332643,0.93112993,0.3847276,0.12856597,0.43700004,0.63677657,0.00246262,0.60281956,0.80842614,2.270005,0.7042146,0.81836474,0.7593435,3.6437335,0.45088798,1.9181328,0
4.2992206,1.2359908,1.1705757,0.66079783,0.8230992,0.6333584,1.3854072,-0.08402552,1.4787517,1.3039191,0.32006824,1.398598,1.3356423,0.94677174,2.1913915,1.3575106,4.293268,0
2.0751271,1.3103428,1.2914556,0.46585625,0.4179865,0.53342676,0.90396404,-0.030960385,1.3258193,1.1360012,2.4211233,1.0306438,1.1372931,1.2385396,3.5489535,0.5753496,2.0940385,0
-0.17670602,-1.06973,-0.3998269,0.8473908,1.0654433,1.440299,1.1009829,0.4134155,3.80261,0.34570932,8.940631,6.244665,6.5904946,4.4330163,0.5351867,-0.037980422,1.1816521,0
3.471561,0.7743379,1.1268281,0.3193311,0.11327798,0.42864192,0.60907674,-0.002088569,0.91167814,0.9589472,2.5955107,0.8182154,0.93579876,0.9274827,3.9888053,0.45456964,1.9002689,0
3.3253257,1.0165262,1.2048013,0.2660248,0.13931793,0.41094083,0.6013005,-0.015108543,1.2350336,1.0023284,2.4172664,0.90281415,1.0372376,1.0229415,3.3843699,0.48022008,1.8480291,0
5.836536,0.98104906,1.1393398,0.39381483,0.24654871,0.4501468,0.70137787,-0.025852626,1.3222833,0.937132,1.8420558,1.0489882,1.1524043,0.8090018,2.900078,0.68534,2.449255,0
1.1706622,0.97791857,1.2834613,0.45396185,0.38076138,0.5712134,0.8162389,-0.051146075,1.2580755,1.1676723,3.2382405,0.97933483,1.1466825,1.1762431,6.2353206,0.3754154,2.3412347,2
1.9093566,1.2585444,1.1567568,0.55879635,0.4867897,0.55572087,1.0208095,-0.021499397,1.0344942,1.0611078,1.9792824,0.9668818,1.0332693,1.1609507,2.7748942,0.6661378,2.1654034,0
1.0425359,1.4023123,1.1628276,0.6780656,0.94555,0.6751654,1.5102172,-0.09988283,1.4454265,1.3778651,0.38216078,1.3328454,1.2870424,1.1559454,2.4102027,1.2826772,4.152103,0
0.46343744,0.7233305,0.867211,0.5353499,0.73161215,0.6717381,0.86046135,0.000335109,1.2560058,0.90517163,3.1527555,1.7259228,1.9888552,1.4588321,2.754696,0.19775762,1.8010008,0
3.1638587,1.1429634,1.1925142,0.46603543,0.40762985,0.50997865,0.94539285,-0.02314069,1.1391122,1.1078225,1.784708,1.0278602,1.071713,1.0737182,2.7119465,0.77412605,2.4726086,0
0.94069684,0.95569456,1.2286144,0.3465074,0.28148705,0.53287566,0.69017094,-0.0604372,1.0769241,0.9304019,3.0895932,0.90894496,1.3046315,0.9357213,6.1165953,0.31592438,2.05044,0
1.1943002,0.44149134,1.1632226,0.51948,0.2981502,0.6040725,0.7747452,-0.033552054,0.6923312,1.112359,3.8718638,0.8149366,0.9746214,0.9979689,8.212119,0.25531432,2.4796257,2
2.4232292,0.33555508,1.427063,0.46967894,0.23772314,0.6141729,0.7483028,-0.026468238,0.72604614,1.3926985,5.505997,0.89201766,1.2169077,1.1275005,10.882555,0.006399036,2.2795064,2
0.93547463,0.9328278,1.2306614,0.5772201,0.46537447,0.6220612,0.95111275,-0.04046455,0.99165326,1.1578774,3.1995854,0.94656014,1.0769622,1.1753914,6.208138,0.42359537,2.4017015,2
1.4630201,1.1779623,1.2001143,0.32814056,0.30633894,0.47924256,0.70536435,-0.05276262,1.4562805,1.0366914,2.4801838,0.9525535,1.1401992,1.1142746,4.1517105,0.40944722,2.0317469,0
1.7820466,1.1504521,1.1308097,0.5706772,0.6195927,0.5893868,1.1690356,-0.052980907,1.0879102,1.1954141,1.649754,1.0670266,1.1460242,1.0846664,3.3905177,0.8222987,2.9498556,0
5.3076305,1.0248833,1.0418506,0.46682853,0.35539308,0.48794115,0.7813332,-0.04459369,1.3448374,0.8731395,1.553792,1.0548859,1.1776316,0.7517462,2.8040037,0.69442296,2.6219044,0
-0.916045,-3.2259264,1.9930568,1.0225736,0.648854,2.5310185,1.5576952,2.130298,6.0544477,0.45510343,16.209719,5.6540413,11.123837,1.8197509,0.2457692,0.23246703,-0.8652774,2
1.6492538,0.6558243,1.0899358,0.38140458,0.21096146,0.5039157,0.65335375,-0.033255547,0.9028578,0.9795438,3.0848894,0.7936805,0.9751326,0.93458855,5.984655,0.29989827,2.1439347,0
5.0161576,1.3979486,1.2505149,0.84732646,1.0658262,0.7352953,1.6615585,-0.0987533,1.6088309,1.4334285,0.027146459,1.6031303,1.4804688,1.0087091,2.1478457,1.5950059,4.925689,0
4.4792323,1.0770724,1.1617519,0.44313234,0.31050265,0.48195994,0.79793453,-0.019727338,1.2051926,0.98596346,1.9791272,1.0105863,1.1003208,0.95010316,2.8850155,0.6616929,2.2710779,0
1.5018885,0.5133444,1.5777814,0.37785822,0.22811562,0.6332786,0.6515767,-0.06401259,1.0557699,1.2686374,5.0689883,1.0428877,1.4628663,1.0607069,11.105194,0.16996765,2.6165042,0
1.4781678,1.2376305,1.2455441,0.35620922,0.34473944,0.4972285,0.75376534,-0.05276313,1.4934993,1.0815821,2.5212266,0.99215776,1.168274,1.167552,4.1766286,0.43978393,2.0757232,0
7.86598,0.9831696,1.1262101,0.5692781,0.37777236,0.51081854,0.883441,-0.018285852,1.2371421,0.9368608,1.4472902,1.1710904,1.2050502,0.71409684,2.3385353,0.91056406,2.895477,0
1.0371293,1.1232038,1.1314666,0.87388664,1.2446723,0.7988295,1.2158903,-0.08104733,0.4505018,0.9178541,2.041292,2.7679963,1.9826579,2.741906,1.9881108,0.112972796,1.6584897,0
1.2730579,0.8007357,1.194227,0.5405689,0.39705828,0.597598,0.8917973,-0.03335669,0.84744334,1.1384633,3.509873,0.87800986,1.0714829,1.1063983,6.653588,0.3125213,2.223141,2
3.715859,1.6607828,1.4823604,0.6042922,0.472686,0.9323416,1.095393,0.01602197,1.1651368,1.2427402,3.3750193,0.9576116,1.6936533,1.6224068,3.4807572,0.46779168,1.2480893,2
4.6598406,1.0532935,1.2680724,0.32193133,0.19067463,0.4349136,0.66342664,-0.016039094,1.3420875,1.0509498,2.3307605,1.0192282,1.1253545,1.0069917,3.3265586,0.5964168,2.126315,0
2.7501059,1.0050108,1.190311,0.42050225,0.2738873,0.5271099,0.7835213,-0.013337118,0.9533351,1.0530232,2.853755,0.84880424,1.0783062,1.0927479,4.243858,0.41040444,1.8127232,0
1.2925565,1.4686773,1.25532,0.70521784,1.0967476,0.7158797,1.6857805,-0.124573946,1.6729295,1.5689951,-0.07021606,1.5259924,1.4216686,1.1998291,2.4394813,1.5504193,4.951239,0
0.89688563,1.0044931,1.126184,0.49757499,0.41039142,0.5621275,0.8663231,-0.043115668,1.054341,1.0349836,2.6932776,0.89056003,1.0435915,1.0931698,4.9680786,0.41614038,2.1945376,2
1.2518137,1.018636,1.3109194,0.4104439,0.35738614,0.553771,0.77430654,-0.05565002,1.3769715,1.177528,3.2344413,1.0006807,1.1805003,1.1880535,6.1811004,0.36511064,2.3194888,0
1.4923939,1.3994703,1.2342212,0.5586356,0.5164858,0.61449385,1.019463,-0.033668943,1.1882772,1.1065838,2.3338056,0.9700084,1.1565979,1.2805027,3.2942305,0.5638436,2.0085454,2
